bus_id,hora_dia,latitud,longitud,velocidad_kmph,dia_semana
Bus_04,5,4.605901531100276,-74.11157932870142,47.54775544846585,Martes
Bus_01,20,4.618316487101504,-74.14610039874252,47.6877178325942,Martes
Bus_01,10,4.667829854242515,-74.14690442090807,25.078564848039974,Miércoles
Bus_04,21,4.740081252629186,-74.11120132400532,16.459816415015958,Martes
Bus_02,9,4.647423415746513,-74.13399750635368,24.468078165651132,Jueves
Bus_02,9,4.676085221303259,-74.14766479036719,37.036416157931754,Miércoles
Bus_01,10,4.606235928857559,-74.07437863860498,31.591589453321056,Viernes
Bus_04,7,4.622251480144313,-74.1041476991118,27.93519014823153,Lunes
Bus_01,9,4.747994518443827,-74.12107552280274,35.60481398804936,Martes
Bus_01,9,4.744767804465407,-74.05999168169835,15.291949183267327,Viernes
Bus_03,14,4.600740997140161,-74.13838610397995,31.411692986915412,Jueves
Bus_03,14,4.742771767813486,-74.05440811710447,41.184576448478765,Lunes
Bus_03,21,4.695867990672325,-74.11860332826227,35.49315644558229,Viernes
Bus_02,18,4.730187744178004,-74.06115963276913,36.918098218337285,Lunes
Bus_04,13,4.668210978345079,-74.08970571235206,45.973727899525144,Martes
Bus_04,18,4.677339404286887,-74.06732926402584,29.33856715126333,Jueves
Bus_04,5,4.673326987038537,-74.05159868367895,23.469083386496635,Lunes
Bus_04,17,4.700029638631915,-74.12115945621812,41.89515042665042,Viernes
Bus_03,17,4.620947688213446,-74.05388645145923,41.71120631033927,Martes
Bus_02,8,4.604496038480901,-74.11105181050976,35.58291674755797,Martes
Bus_02,5,4.646189491238679,-74.11144880952631,28.39628999417552,Viernes
Bus_03,21,4.705702114410497,-74.11596128957456,30.01379651007985,Viernes
Bus_02,12,4.630278017818442,-74.09585923926524,17.232270478689134,Lunes
Bus_03,6,4.701014864998737,-74.13458549568216,41.12946530207203,Miércoles
Bus_04,12,4.745486806916091,-74.0946288514642,40.776513095291435,Martes
Bus_03,11,4.614085107368412,-74.095829518759,16.88317249533216,Lunes
Bus_04,6,4.700890317733768,-74.0738098187395,38.67632083906136,Viernes
Bus_04,7,4.666562532895686,-74.06663500380624,34.041016550090085,Lunes
Bus_01,22,4.730221338156626,-74.10595586496876,19.780258896092036,Viernes
Bus_03,16,4.626572468417107,-74.11976667506485,17.939997989275305,Jueves
Bus_01,5,4.703893892833925,-74.12406651026829,33.734932694017225,Viernes
Bus_03,16,4.725717293447216,-74.13053761632952,26.02295886093082,Viernes
Bus_03,9,4.741692132921104,-74.14423524178011,48.1994885054967,Viernes
Bus_01,21,4.702487204243447,-74.11575520211653,39.52598394648906,Miércoles
Bus_01,20,4.674576214601264,-74.12297523078692,34.73693136732227,Viernes
Bus_03,19,4.692677086030182,-74.05335826141335,35.23079004002395,Martes
Bus_02,19,4.730335747671807,-74.094229117375,43.30867180367167,Martes
Bus_04,9,4.685591461995824,-74.11527229609695,38.46518091727338,Lunes
Bus_01,18,4.604558058954525,-74.09195323990063,34.997664384960224,Miércoles
Bus_04,6,4.739642304326047,-74.13608032986544,20.1973882370249,Lunes
Bus_02,15,4.703429012654734,-74.10559562507979,60.619469654062186,Martes
Bus_02,11,4.701477007866587,-74.08737656785789,18.96817242691767,Martes
Bus_02,10,4.632351272859657,-74.10111021682076,26.874572628998354,Jueves
Bus_01,6,4.698832820534898,-74.10982211993456,13.452717235900025,Viernes
Bus_02,10,4.659079660848124,-74.05061516111003,35.38798158769262,Martes
Bus_01,22,4.697684946556223,-74.06196852378511,31.511104372848074,Lunes
Bus_02,6,4.615988954546198,-74.08765940418405,37.6527643836476,Lunes
Bus_04,22,4.698676795690456,-74.09306226388178,12.609343688955661,Viernes
Bus_04,19,4.7499120588656,-74.08793395201754,41.129056673809316,Viernes
Bus_03,6,4.607231805829083,-74.12986878921777,21.925645985303852,Jueves
Bus_04,10,4.7465761276331975,-74.11048622567357,28.509948006361345,Miércoles
Bus_03,5,4.66103619410843,-74.14605404671092,39.31571268681064,Lunes
Bus_04,19,4.7306130175505885,-74.10244539625131,32.612666841319,Viernes
Bus_01,14,4.717357822608741,-74.09569754160424,33.31942556666864,Lunes
Bus_04,21,4.685052439148,-74.12722502638968,37.99178819905399,Viernes
Bus_03,9,4.710767381387699,-74.05359711528345,34.28790639938724,Martes
Bus_03,8,4.731777334195202,-74.05905453890627,26.588920974512828,Lunes
Bus_02,14,4.660621048247655,-74.07778567645441,28.33530871764771,Martes
Bus_01,21,4.6490549742344855,-74.09666133712346,32.11878678651823,Lunes
Bus_04,14,4.7001390078345375,-74.06300308403523,21.044439064536654,Miércoles
Bus_02,21,4.721176891291189,-74.13693476561765,39.9600865938867,Jueves
Bus_04,9,4.714342770216493,-74.07094902057251,32.88653930807484,Martes
Bus_04,6,4.719672047328795,-74.13751791860332,30.747762679219687,Viernes
Bus_02,10,4.66533749722194,-74.07057893374505,41.92496559031471,Miércoles
Bus_02,6,4.722675132426253,-74.12242324317486,28.798863567886304,Lunes
Bus_02,17,4.618031358305591,-74.06229094189818,28.17579002847583,Martes
Bus_02,15,4.681673364694127,-74.05559579061746,25.153712359960355,Lunes
Bus_02,15,4.600863799074718,-74.13512040305949,33.43067008925935,Lunes
Bus_04,20,4.648687874485041,-74.10373243949346,33.084501083315146,Lunes
Bus_02,15,4.6549692302307095,-74.05190126218373,23.337157994900934,Jueves
Bus_01,19,4.659425903741388,-74.10165925640268,28.223060228865997,Jueves
Bus_03,20,4.7043200810034795,-74.06364524774854,23.40397731480767,Viernes
Bus_02,15,4.658283715190552,-74.09112684778687,22.951315461845095,Martes
Bus_02,20,4.667304043393379,-74.11246700920805,12.701021682731529,Miércoles
Bus_04,12,4.635631619631149,-74.12142164444742,27.690897463184445,Miércoles
Bus_02,8,4.655987768744401,-74.1296776908914,12.977867339199886,Miércoles
Bus_02,12,4.634090444089472,-74.07382018086223,25.371843136604888,Lunes
Bus_02,8,4.610979388565267,-74.1113459493177,23.873053541223914,Jueves
Bus_04,7,4.690517289007206,-74.09887245377993,40.51895057265604,Martes
Bus_02,7,4.700231919783253,-74.10076745199989,19.85065193690358,Lunes
Bus_03,22,4.692923551901442,-74.09227209707669,22.388136151855242,Jueves
Bus_04,9,4.669524106570086,-74.06344228543755,26.184758608084277,Jueves
Bus_03,22,4.656967867026884,-74.05192606564165,24.19856348497224,Martes
Bus_04,14,4.729500047435773,-74.10924157914262,43.69254797421876,Martes
Bus_02,10,4.677862267770433,-74.06724810778937,18.614326269503806,Martes
Bus_03,5,4.671877281644459,-74.07354722053452,26.20595501014158,Lunes
Bus_04,9,4.603846309870965,-74.09264710485445,33.32065249164407,Viernes
Bus_01,13,4.6511871741439235,-74.0543952856388,38.811833430420066,Martes
Bus_02,16,4.657029342817879,-74.12995254844716,26.197584440697966,Viernes
Bus_04,18,4.659823417134535,-74.13907357896905,10.819003994962074,Lunes
Bus_01,6,4.6870258553841,-74.06460380330445,28.498957784144952,Viernes
Bus_04,21,4.6800403820090315,-74.10608501833663,43.52028476180715,Miércoles
Bus_01,18,4.691185763919017,-74.0653031145793,32.82187407430427,Viernes
Bus_02,17,4.714732489231319,-74.06069097948046,32.36417862359933,Martes
Bus_03,13,4.721947860807414,-74.1437542406381,19.369820084230035,Lunes
Bus_01,19,4.707718461433974,-74.0616535237014,18.343284097113354,Martes
Bus_04,19,4.743328554393241,-74.10516809446305,30.18041648634099,Miércoles
Bus_02,15,4.6027348874014535,-74.09895675109958,15.73621077718592,Martes
Bus_01,20,4.629366697852531,-74.08734074889068,37.8136222236251,Martes
Bus_04,21,4.601134431246721,-74.05736173932699,21.533537511336377,Martes
Bus_04,8,4.697121207123191,-74.14808839055704,29.753427192685063,Jueves
Bus_04,5,4.734704582342498,-74.10231565316822,11.14233081245758,Miércoles
Bus_01,12,4.636522344486445,-74.08122779575694,26.061981315564932,Martes
Bus_01,21,4.739055181719446,-74.07772930423017,18.14139452869797,Martes
Bus_01,7,4.609040108543434,-74.0807467568463,6.780435826581893,Martes
Bus_03,19,4.740165404020827,-74.1365564870592,35.41842089336318,Lunes
Bus_01,19,4.652743403085945,-74.12006044116283,46.411595390915735,Jueves
Bus_01,18,4.615213124267382,-74.1141284474583,41.294735893439466,Lunes
Bus_01,18,4.672880763877949,-74.06955627923205,36.816906899038045,Jueves
Bus_03,6,4.638516485158076,-74.12212401275855,25.85878832054454,Martes
Bus_01,17,4.6427309352942885,-74.12892950361328,38.05890228547826,Miércoles
Bus_04,18,4.646093494738943,-74.05425519809619,42.23853198573728,Viernes
Bus_01,11,4.7204538846749,-74.14911367148866,31.368218296712932,Viernes
Bus_04,7,4.680874191501288,-74.0502179144318,18.156398276879774,Martes
Bus_04,19,4.646696154873401,-74.08231787011427,25.00615701408629,Lunes
Bus_04,18,4.691550067496638,-74.06715307005508,47.026964883479366,Miércoles
Bus_03,15,4.707422601133479,-74.12053806036539,29.252558318498338,Jueves
Bus_03,19,4.640893600110029,-74.1485684722333,-3.2475571991109646,Martes
Bus_03,17,4.662032365228803,-74.07621304814384,15.310765363298064,Miércoles
Bus_01,22,4.618282914000542,-74.06658554029993,25.755512968575186,Miércoles
Bus_04,10,4.627172402430202,-74.07595238680464,40.358252384175685,Jueves
Bus_03,7,4.702167678094748,-74.13571497126992,27.26877647593088,Miércoles
Bus_03,19,4.627215752154344,-74.07465720777431,40.5443165497326,Lunes
Bus_01,9,4.678774507550059,-74.07310772178924,24.738376464525107,Lunes
Bus_03,14,4.706356939258365,-74.08414594843299,10.35707477764387,Lunes
Bus_01,11,4.616031538464211,-74.07338840672044,25.084388414019152,Miércoles
Bus_02,21,4.685096832944335,-74.06540785603222,33.44945001546285,Lunes
Bus_03,11,4.638484417555205,-74.08863958857626,32.619503493413134,Jueves
Bus_02,16,4.744439031285637,-74.14113952860303,17.448922507433643,Miércoles
Bus_01,21,4.672531847007988,-74.10123721903328,26.488037981962346,Viernes
Bus_04,17,4.720898882466273,-74.14223506653285,56.846742380640734,Miércoles
Bus_03,8,4.682533981323439,-74.10924569689676,17.667311737031234,Jueves
Bus_01,14,4.606511879928223,-74.10928935108744,36.607233944637485,Viernes
Bus_04,7,4.694972706339104,-74.14339901558598,9.033243014302045,Miércoles
Bus_04,13,4.742710501330999,-74.11511794660305,38.63791824569662,Lunes
Bus_02,17,4.69024177302195,-74.13890019012088,21.076746098115535,Martes
Bus_01,22,4.722878328914018,-74.06917647899908,34.0208825820294,Martes
Bus_04,19,4.732630969502261,-74.05523119740356,17.08474398231799,Lunes
Bus_03,8,4.63421196579234,-74.1427683524742,32.908528001767074,Martes
Bus_03,19,4.631806725986234,-74.05448847927083,20.913497042585618,Martes
Bus_02,6,4.6916471483276485,-74.09774234006633,22.849518170333745,Lunes
Bus_04,19,4.661654270471005,-74.12004343220461,34.41986006395031,Lunes
Bus_01,12,4.725979195430008,-74.1423137924724,25.69614523602984,Miércoles
Bus_03,12,4.735003468509702,-74.09993757319296,33.80381448216311,Miércoles
Bus_04,21,4.653013206895407,-74.07054844555093,28.091586813566494,Lunes
Bus_04,16,4.6355305838461724,-74.07929135227333,30.67493681247275,Jueves
Bus_02,14,4.71707882728658,-74.14497739885361,34.45086471353402,Martes
Bus_03,13,4.64122090533222,-74.14270981646321,26.49981545408859,Miércoles
Bus_03,9,4.7233921477770515,-74.10971267173674,20.03950213998226,Martes
Bus_01,10,4.663560738047314,-74.1204709505952,24.6768773407021,Viernes
Bus_03,6,4.700132484893721,-74.1267615676944,41.951391798334356,Lunes
Bus_01,17,4.6143302970752,-74.12189955010913,31.161730840765497,Jueves
Bus_03,10,4.693578898701486,-74.06965172567031,21.55101546589526,Viernes
Bus_02,9,4.667765151810584,-74.05707719463682,34.01560608387719,Viernes
Bus_03,5,4.687991269476321,-74.10948973054724,34.68315584939138,Viernes
Bus_01,10,4.625202131161729,-74.05938889978675,35.19999075797811,Lunes
Bus_01,10,4.710531061741627,-74.11785042987522,20.221627996287143,Miércoles
Bus_02,20,4.7294195616314845,-74.10235630136562,23.17609005714105,Lunes
Bus_03,8,4.632510970013616,-74.1273971002184,23.231707836129885,Miércoles
Bus_03,15,4.614357183328024,-74.08595239578241,26.393520879338084,Viernes
Bus_02,13,4.60354578790695,-74.05210188848251,35.389191851437346,Viernes
Bus_03,7,4.69629572506649,-74.08965069039566,32.961848047310134,Jueves
Bus_03,12,4.691064105413317,-74.11421859158865,33.75216957157163,Miércoles
Bus_01,9,4.68200461190711,-74.08521825540095,43.54019142371523,Viernes
Bus_03,8,4.634792064417396,-74.13770793215346,36.8889093249163,Martes
Bus_03,10,4.658635899385827,-74.06113409197346,28.581983750039125,Jueves
Bus_02,6,4.689171450277926,-74.09969160492201,18.161148239475004,Lunes
Bus_02,15,4.674515028828875,-74.10506502579604,22.854529915291298,Jueves
Bus_04,8,4.7481678280322335,-74.09141352115465,27.38294932321773,Martes
Bus_01,19,4.62046596288351,-74.08752161372107,38.291298273361136,Miércoles
Bus_03,10,4.704271683107139,-74.14282241937735,29.726680658939067,Lunes
Bus_03,21,4.660647815215643,-74.08173827787766,23.43804045111557,Lunes
Bus_04,10,4.664229942238842,-74.12580683196845,22.67107114272774,Miércoles
Bus_03,6,4.707639664848727,-74.07860473674934,29.304217910787738,Jueves
Bus_01,19,4.703865422698655,-74.06774652056158,38.899875622170995,Viernes
Bus_04,15,4.748688399055328,-74.06960414924475,45.91019305775117,Jueves
Bus_01,12,4.619259143418119,-74.09474990325921,27.942314019703325,Martes
Bus_04,17,4.615616447407625,-74.09798301076893,29.552568192374018,Viernes
Bus_04,16,4.708650822569311,-74.13571240386607,17.86058293842617,Jueves
Bus_02,9,4.686758037550961,-74.07246538495968,49.39192569099466,Miércoles
Bus_01,10,4.641124099983971,-74.12285906195534,15.98997161843916,Martes
Bus_03,8,4.611912905348348,-74.1003304577182,41.716623117805504,Martes
Bus_03,5,4.612848737439465,-74.12157259070725,26.346640469875293,Martes
Bus_01,21,4.734128631199618,-74.13661716370004,24.006335061596808,Viernes
Bus_03,16,4.628780098707811,-74.08704423031082,18.899964281140733,Lunes
Bus_03,19,4.648505734317328,-74.14456679651771,54.10048649407133,Viernes
Bus_01,5,4.633998460334048,-74.07513547658738,32.21491623278394,Jueves
Bus_04,18,4.65324944587479,-74.11824132047389,30.212804371040633,Lunes
Bus_01,10,4.610413576411914,-74.14998653069955,38.86732359554543,Jueves
Bus_04,9,4.67785896863624,-74.09888708607627,23.49167274370037,Lunes
Bus_03,15,4.610141884538832,-74.14531480914725,30.01845955231006,Viernes
Bus_03,8,4.720053476173354,-74.12238304421791,30.56336286812121,Martes
Bus_03,17,4.635056812286565,-74.07930235125443,24.87854267651867,Miércoles
Bus_02,15,4.681001787190676,-74.14373103783782,41.99638079185914,Martes
Bus_04,7,4.732011863134218,-74.0660661507644,27.81345588504096,Viernes
Bus_02,5,4.697631605357079,-74.14961800773415,14.468679466311706,Lunes
Bus_02,10,4.6799436679827,-74.12531761307982,26.985026364791263,Martes
Bus_01,22,4.648650062967306,-74.0759095943848,32.49178671713897,Viernes
Bus_02,14,4.649950286958729,-74.11837298502708,21.065067661123916,Jueves
Bus_01,9,4.700423043279728,-74.1398107611934,21.85405206829561,Miércoles
Bus_01,14,4.749120904183175,-74.11397660811996,24.537409618739595,Martes
Bus_02,16,4.6992758784774065,-74.12296067136155,42.21235660066961,Lunes
Bus_04,6,4.683667512605504,-74.06572880978395,25.128419773542937,Jueves
Bus_04,17,4.709597576535887,-74.1186652082415,44.29117018551031,Viernes
Bus_04,12,4.669780841842558,-74.0711067528224,23.850495618516643,Miércoles
Bus_04,6,4.609021351390117,-74.06081278551892,33.25014136256542,Lunes
Bus_04,5,4.684344522381687,-74.10661825804235,25.53757325780249,Viernes
Bus_02,9,4.743643792675807,-74.05900568561457,37.54083170290472,Viernes
Bus_02,13,4.626295441353649,-74.11226819460369,18.817258454347208,Martes
Bus_03,21,4.7035007336231,-74.05359215835098,37.42859479577231,Martes
Bus_04,13,4.630140053298859,-74.14107104754744,31.138694003096838,Lunes
Bus_02,15,4.680374152670962,-74.08129807334967,23.60008183222551,Viernes
Bus_03,19,4.614501467447008,-74.1006185959543,28.337785152898494,Martes
Bus_04,10,4.667555640438728,-74.11123511945443,45.33854941032175,Miércoles
Bus_01,7,4.713424499334287,-74.08672881212514,31.378445048807833,Miércoles
Bus_03,21,4.652135728635847,-74.07961429083656,22.972719840873612,Viernes
Bus_02,9,4.699736758673082,-74.14956367303498,17.95306717171887,Martes
Bus_01,16,4.719317494118459,-74.13330469112529,35.054042734309974,Lunes
Bus_01,22,4.739076672921918,-74.07869539493657,31.958452470106856,Lunes
Bus_01,18,4.6351963122783175,-74.08336145864217,36.95020695088223,Lunes
Bus_03,15,4.659897387371396,-74.05339524948712,15.377752603101577,Miércoles
Bus_02,13,4.622862401999562,-74.07389622097492,18.277395471085,Martes
Bus_01,6,4.7488725253237565,-74.05492272922686,41.468791992518995,Martes
Bus_04,16,4.739050145188644,-74.07974594984653,33.3134164677934,Miércoles
Bus_01,7,4.680993569542084,-74.12019477913606,35.33400851237562,Lunes
Bus_01,7,4.726304994156463,-74.13946350777492,20.373129678920467,Lunes
Bus_03,5,4.678143696590806,-74.0718176136655,20.190128016710815,Viernes
Bus_03,12,4.6935378532004135,-74.08558507785241,39.912586581920884,Jueves
Bus_02,12,4.613368664817402,-74.14518139876067,40.38377654765149,Martes
Bus_04,15,4.713290563074521,-74.1139949534099,19.116805129709462,Martes
Bus_03,13,4.619157022545285,-74.05432001845156,17.20629504147155,Martes
Bus_01,9,4.7239101445378795,-74.09995988542899,28.914070292875557,Jueves
Bus_02,18,4.717304213150558,-74.10672708639804,22.00651546623994,Viernes
Bus_01,7,4.706311704661446,-74.10423003948408,21.798231209539743,Jueves
Bus_01,9,4.605424057078714,-74.1291117275995,17.486217535726073,Lunes
Bus_03,9,4.645469253391799,-74.11312928291352,25.315661517196332,Lunes
Bus_02,18,4.639466885486626,-74.11301867440129,18.45305257367134,Martes
Bus_04,8,4.654020461120727,-74.14476449798126,19.045990969907635,Miércoles
Bus_04,17,4.613146412014576,-74.0732432371482,32.983918465663045,Martes
Bus_03,14,4.74054367345466,-74.10834955680961,29.448017657126236,Miércoles
Bus_03,22,4.683070336106856,-74.06778201131836,34.84878681532132,Jueves
Bus_02,12,4.645828646598703,-74.06496519988801,13.509665646506935,Lunes
Bus_04,12,4.659547227561142,-74.12880059453013,30.098806098297633,Miércoles
Bus_04,11,4.667080381075725,-74.08426465178299,50.756375421658376,Jueves
Bus_04,12,4.690089150004092,-74.10277181958371,26.277275157144008,Lunes
Bus_01,18,4.677351914154475,-74.06198432620785,38.24749006572298,Miércoles
Bus_04,10,4.737908795982163,-74.12842593208237,38.16006848774423,Martes
Bus_01,5,4.674544522435874,-74.08221867996899,38.651986080012755,Martes
Bus_02,19,4.748823702223497,-74.08922478777473,31.66661687057323,Martes
Bus_01,5,4.727713743661765,-74.12046985224282,35.66085982744214,Jueves
Bus_02,21,4.6312765771536,-74.13633990963488,36.99013620013005,Martes
Bus_04,5,4.7395892821965875,-74.08483602395228,36.35446028314358,Viernes
Bus_04,19,4.617454959682821,-74.07614025418677,18.825818264866037,Lunes
Bus_02,6,4.722617456273679,-74.11843726562367,12.926155174560133,Jueves
Bus_03,18,4.6570934940214865,-74.08551673959776,14.464164565851929,Martes
Bus_02,12,4.73169614806676,-74.11048690923886,27.298400076173362,Lunes
Bus_03,12,4.730208503516118,-74.07867931167173,35.939267344226444,Miércoles
Bus_01,11,4.720888810017643,-74.1300784725106,18.955887224884155,Martes
Bus_01,10,4.718504565446059,-74.06097849973638,39.23970458584404,Lunes
Bus_01,10,4.6457018708647055,-74.12125904035345,24.977248254921136,Viernes
Bus_04,7,4.612137892457688,-74.1132214012244,25.072447888059212,Miércoles
Bus_01,11,4.660447026814774,-74.14419080479198,21.638930041204,Viernes
Bus_03,12,4.626028677247976,-74.13884877876788,11.152136409837262,Lunes
Bus_01,14,4.70424266333537,-74.09841380972877,32.29314128434647,Viernes
Bus_02,19,4.651914958980668,-74.1232407323272,47.126677128385694,Lunes
Bus_02,19,4.746341530128987,-74.06645197742579,29.373354764674367,Lunes
Bus_04,5,4.6961458116018,-74.14853066113452,11.493683583051475,Viernes
Bus_02,11,4.723372084545154,-74.11209059513281,37.80342811616446,Lunes
Bus_03,8,4.619878700911277,-74.1162654453231,13.752020098970107,Martes
Bus_01,10,4.729302172340893,-74.14806723690825,17.909656030108145,Lunes
Bus_04,5,4.738413578577009,-74.13756316009996,27.61661827686429,Jueves
Bus_01,9,4.6730592878228405,-74.10863573250813,31.22843438540198,Lunes
Bus_01,5,4.690937940662646,-74.10071354155525,19.913359988331717,Jueves
Bus_03,8,4.71472147013545,-74.10957102527452,27.226839434340196,Lunes
Bus_02,6,4.626225794089062,-74.09690623215879,37.15162400760685,Lunes
Bus_02,14,4.675384911469516,-74.09048683250943,38.521788848080185,Viernes
Bus_01,9,4.659799454165847,-74.14900761788722,42.514564218142645,Martes
Bus_04,14,4.621956098824337,-74.10359048405465,49.09418652293493,Martes
Bus_02,5,4.655130163343729,-74.05365007591124,38.09889321661117,Miércoles
Bus_04,10,4.610225846407824,-74.09809677198704,27.832634855957597,Viernes
Bus_02,17,4.603871786042423,-74.0822457732541,38.593137911229725,Viernes
Bus_04,19,4.620274943373223,-74.11881361420832,34.66716234005182,Martes
Bus_03,8,4.7444672667383765,-74.07260086218473,35.06366977526255,Viernes
Bus_04,17,4.682429430384253,-74.07270785181238,31.772187850716854,Martes
Bus_03,19,4.744873324172983,-74.0978703952346,20.879458978460935,Viernes
Bus_03,12,4.664874681749519,-74.05239861767208,19.719035921780698,Lunes
Bus_04,9,4.6467724199627884,-74.13744497852375,29.028817989248573,Martes
Bus_03,19,4.675921279426037,-74.14830523351105,31.48910075846372,Martes
Bus_01,8,4.6659267532949364,-74.07298417882429,23.20559077068287,Jueves
Bus_03,16,4.615849702639261,-74.06928444626351,34.23341948608575,Viernes
Bus_02,17,4.696123947203531,-74.13797927708795,50.8076590403919,Viernes
Bus_04,6,4.632405727376439,-74.12344171670414,12.556692807217424,Martes
Bus_01,8,4.692938193234674,-74.14824476366334,35.82244477563761,Lunes
Bus_04,8,4.697530163859723,-74.12066913892194,29.340253791091897,Lunes
Bus_02,15,4.622803727969297,-74.07268581260813,34.506555553346544,Lunes
Bus_02,9,4.6092024440666,-74.09820394722874,25.69285299539709,Viernes
Bus_02,15,4.717114237910266,-74.11519044068318,28.53940114952833,Jueves
Bus_03,14,4.668970063565398,-74.11282607050937,31.29500451008099,Martes
Bus_03,12,4.608724569325821,-74.14986463742846,26.983661164647394,Miércoles
Bus_04,10,4.749229947575465,-74.12001994724348,14.794586826301012,Jueves
Bus_04,10,4.608667084149455,-74.0853541258362,27.66084969355547,Miércoles
Bus_01,12,4.704255284328783,-74.05258055561836,15.83566371803806,Jueves
Bus_01,19,4.747551838789512,-74.0652939173016,36.531931105803096,Lunes
Bus_04,18,4.6358770156323885,-74.14764050353546,11.344548989218776,Viernes
Bus_03,15,4.621337405303079,-74.06014393953251,40.286543794558895,Miércoles
Bus_02,16,4.618207740913364,-74.07168015867013,34.2956300020348,Jueves
Bus_04,17,4.645491272135139,-74.0719623876429,34.333886157338945,Viernes
Bus_01,12,4.615156871651597,-74.10420042409964,8.356901321521605,Miércoles
Bus_03,22,4.70382420125412,-74.11019947070456,26.71400561908444,Martes
Bus_04,5,4.609343769719509,-74.11970842711668,41.5356342865986,Jueves
Bus_04,19,4.676413319222468,-74.14343051410457,24.813920209697052,Martes
Bus_03,12,4.749504528077947,-74.12717646365063,19.219378500362858,Lunes
Bus_04,15,4.722095540425903,-74.1253396365022,23.633299049942877,Martes
Bus_03,16,4.692282915734651,-74.10159229302899,29.31722377360662,Martes
Bus_02,16,4.645938043117991,-74.07525555934033,21.48629549687189,Jueves
Bus_03,8,4.693584375443746,-74.10261901716021,42.33817232089294,Lunes
Bus_03,20,4.679056219586748,-74.14421555505528,29.353324700096074,Martes
Bus_03,8,4.6639125075835555,-74.05422101990118,24.44430652052072,Viernes
Bus_04,9,4.619606556511029,-74.05572756809059,16.986564731644208,Miércoles
Bus_04,9,4.73299063228607,-74.07148104568516,34.84446605278938,Martes
Bus_03,12,4.6674676973231985,-74.05086720984357,34.61666294711363,Lunes
Bus_04,14,4.629193376773115,-74.09555176671998,22.07791093815308,Martes
Bus_01,21,4.655163902631593,-74.05372316497467,7.636709716858547,Miércoles
Bus_01,13,4.662119462879339,-74.14243949593833,34.10762189575884,Lunes
Bus_04,18,4.724130684335031,-74.11343192517387,28.131966087389976,Jueves
Bus_04,12,4.71004215708421,-74.12746187319932,33.36071167925669,Lunes
Bus_03,13,4.715395734046201,-74.13041669158657,49.57174533639638,Jueves
Bus_02,15,4.601654689664297,-74.13591970511074,29.731681562909404,Lunes
Bus_04,5,4.662423099726964,-74.0877586358434,24.86161383157228,Miércoles
Bus_01,18,4.672201622745298,-74.07186781442527,18.526780323516597,Miércoles
Bus_03,9,4.6028788415234585,-74.09217016005796,26.875782085049508,Lunes
Bus_04,18,4.638971981311755,-74.13530372904118,31.605773496156413,Martes
Bus_01,8,4.71404347346832,-74.06888762300665,30.533074205987603,Miércoles
Bus_01,5,4.6205664558593496,-74.08640452928363,47.23465340067103,Jueves
Bus_02,12,4.6802965197178885,-74.1111834293873,34.99085565465943,Jueves
Bus_03,19,4.632280280802585,-74.0825869704464,28.651991284927902,Viernes
Bus_03,19,4.601818116196584,-74.12400950207572,22.93439421166527,Jueves
